Domain,sentence,language,label_name,label_ID,Source,annotator_GMUID
same-sex marriage,"The legislative journey was marked by impassioned speeches, heartfelt testimonials, and resounding applause from both sides of the aisle. Supporters of the bill held hands and shed tears of joy as they watched history unfold in real-time.",en,Public Sentiment,12,https://chat.openai.com/,klu21
same-sex marriage,"""This is a momentous day for our nation,"" declared Senator Emily Rodriguez, a staunch advocate for LGBTQ+ rights and one of the bill's lead sponsors",en,Political,13,https://chat.openai.com/,klu21
same-sex marriage,"The Love and Equality Act not only legalizes same-sex marriage but also grants same-sex couples the same legal rights, benefits, and protections as heterosexual couples. This includes access to healthcare, social security benefits, inheritance rights, and the ability to jointly adopt children.",en,Policy Prescription and Evaluation,6,https://chat.openai.com/,klu21
same-sex marriage,"President Sarah Mitchell, who had long championed the cause of marriage equality, signed the bill into law shortly after its passage, surrounded by joyful LGBTQ+ couples and their families.",en,Political,13,https://chat.openai.com/,klu21
same-sex marriage,"The decision received widespread support from various advocacy groups, celebrities, and religious leaders who have long fought for LGBTQ+ rights. Social media erupted with messages of love and celebration, with the hashtag #LoveIsEqual trending worldwide.",en,Cultural Identity,11,https://chat.openai.com/,klu21
same-sex marriage,"As the country celebrates this milestone, couples of all genders and sexual orientations are now free to marry their partners, affirming that love is love, and equality is a fundamental principle that knows no bounds.",en,Morality,3,https://chat.openai.com/,klu21
same-sex marriage,"The passage of the Love and Equality Act will undoubtedly be remembered as a historic moment in the ongoing struggle for LGBTQ+ rights, marking a profound step forward towards a more inclusive and accepting society.",en,Policy Prescription and Evaluation,6,https://chat.openai.com/,klu21
same-sex marriage,"In a world where love knows no bounds, the intersection of same-sex marriage and cultural identity is a topic of increasing importance and discussion. As societies around the globe evolve and become more inclusive, individuals from diverse cultural backgrounds are sharing their unique experiences of embracing both their LGBTQ+ identity and their cultural heritage.",en,Cultural Identity,11,https://chat.openai.com/,klu21
same-sex marriage,"One voice that often goes unheard in discussions of same-sex marriage and cultural identity is that of parents. Carla Fernandez, a mother of a gay son, shares her journey of understanding and acceptance. ""Growing up in a conservative Mexican family, I had my own biases,"" she admits. ""But the love I have for my son forced me to confront those prejudices.""",en,Cultural Identity,11,https://chat.openai.com/,klu21
same-sex marriage,A recent study conducted by the Institute for Social Research examined the mental health of LGBTQ+ individuals before and after the legalization of same-sex marriage. The results were astonishing: a 30% decrease in reported depression and anxiety among LGBTQ+ individuals since the introduction of marriage equality.,en,Quality of Life,10,https://chat.openai.com/,klu21
same-sex marriage,"Beyond the wedding industry, the economic benefits extend to local economies. Wedding-related spending, from florists to hotels, has surged as same-sex couples celebrate their love with grand ceremonies and receptions. Small businesses in particular have seen increased revenue, leading to stronger communities.",en,Economic,1,https://chat.openai.com/,klu21
same-sex marriage,Studies also show that the acceptance and recognition of same-sex marriages in workplaces promote innovation and productivity. Companies with LGBTQ+ inclusive policies report higher job satisfaction and employee retention rates.,en,Capacity and Resources,2,https://chat.openai.com/,klu21
